X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
291;164;0.2859362;0.2105751;0.3238825;0.2269175;152.9;0.1931428;False;11/6/2025 11:21:27 PM:135;1762438887135;;
291;164;0.2859211;0.2099005;0.2856205;0.1815007;152.3;0.216866;False;11/6/2025 11:21:27 PM:198;1762438887198;;
291;161;0.2862257;0.206118;0.2974221;0.1611518;153.4;0.2206176;False;11/6/2025 11:21:27 PM:372;1762438887372;;
296;161;0.2906735;0.2056444;0.3578416;0.1640739;154.1;0.2144852;False;11/6/2025 11:21:27 PM:408;1762438887408;;
297;160;0.2916349;0.2051984;0.3318097;0.1627872;154.6;0.2124795;False;11/6/2025 11:21:27 PM:443;1762438887443;;
299;160;0.2936088;0.2049493;0.3440481;0.1662365;155.0;0.1953179;False;11/6/2025 11:21:27 PM:485;1762438887485;;
300;160;0.2944699;0.2046287;0.3361115;0.163753;155.1;0.1859505;False;11/6/2025 11:21:27 PM:528;1762438887528;;
299;159;0.2938716;0.2041735;0.2844375;0.1609927;155.7;0.2080713;False;11/6/2025 11:21:27 PM:580;1762438887580;;
295;159;0.2892745;0.2036608;0.2481867;0.1587664;156.4;0.202012;False;11/6/2025 11:21:27 PM:637;1762438887637;;
291;159;0.2861958;0.2032642;0.2497869;0.1588336;156.2;0.1920032;False;11/6/2025 11:21:27 PM:698;1762438887698;;
291;158;0.2855035;0.2030331;0.2646355;0.1595465;156.0;0.1893582;False;11/6/2025 11:21:27 PM:755;1762438887755;;
291;158;0.2861053;0.2029898;0.3050685;0.161471;156.9;0.1739479;False;11/6/2025 11:21:27 PM:792;1762438887792;;
291;158;0.2861045;0.2029019;0.2838675;0.1604491;156.7;0.1866326;False;11/6/2025 11:21:27 PM:835;1762438887835;;
291;158;0.2861028;0.2028353;0.2853619;0.1605341;157.0;0.1842531;False;11/6/2025 11:21:27 PM:876;1762438887876;;
291;158;0.2858369;0.2027462;0.2714175;0.1599154;157.4;0.1865134;False;11/6/2025 11:21:27 PM:922;1762438887922;;
291;158;0.285859;0.2027027;0.2878002;0.1606659;157.6;0.1956968;False;11/6/2025 11:21:27 PM:979;1762438887979;;
292;158;0.2863523;0.2026412;0.2960809;0.1610669;157.7;0.1960966;False;11/6/2025 11:21:28 PM:207;1762438888207;;
292;158;0.2863486;0.2026011;0.2859087;0.1605808;157.9;0.2016084;False;11/6/2025 11:21:28 PM:262;1762438888262;;
294;158;0.2891279;0.2023025;0.3369288;0.1708042;158.3;0.1892575;False;11/6/2025 11:21:28 PM:299;1762438888299;;
297;158;0.2914775;0.2022642;0.335573;0.1634543;158.1;0.2171385;False;11/6/2025 11:21:28 PM:345;1762438888345;;
298;158;0.2926585;0.2020349;0.3285647;0.1686773;158.4;0.2052375;False;11/6/2025 11:21:28 PM:394;1762438888394;;
300;157;0.2943067;0.201674;0.3349734;0.1736807;158.7;0.1964871;False;11/6/2025 11:21:28 PM:453;1762438888453;;
302;157;0.2960934;0.2013063;0.3409454;0.1789381;158.4;0.1830242;False;11/6/2025 11:21:28 PM:512;1762438888512;;
303;157;0.2972413;0.2010011;0.3392876;0.1807833;157.9;0.1678876;False;11/6/2025 11:21:28 PM:573;1762438888573;;
